Provider_Name,Address,City,County,Doses_W13
"Healthcare Associates of Irving, LLP",1205 Avondale Haslet Rd,Haslet,TARRANT,100
"MidCities Pharmacy, Inc.",2000 Precinct Line Rd,Hurst,TARRANT,200
S V LLC,967 Keller Pkwy,Keller,TARRANT,100
Still Living LLC DBA Compass Pharmacy,5344A N Tarrant Pkwy,Keller,TARRANT,100
Tom Thumb Pharmacy 1780,1000 Keller Parkway,Keller,TARRANT,400
Tom Thumb Pharmacy 1972,980 Highway 287 N,Mansfield,TARRANT,300
Trusted Medical Center a,1710 U.S. 287 Frontage Rd,Mansfield,TARRANT,100
Glenview Professional Pharmacy - Richland Hills - 7640 Glenvi 7640 Glenview Dr Ste A,,North Richland Hills,TARRANT,100
Healthcare Associates of Southlake,2106 East State Hwy 114,Southlake,TARRANT,100
Abilene Christian University Medical Clinic,849 Coliseum Way,Abilene,TAYLOR,100
Abilene SSLC,2501 Maple St,Abilene,TAYLOR,100
Barnes & Williams Drug Center #2,4601 S 14th St,Abilene,TAYLOR,100
"Bio- Medical Applications of Texas, Inc",1802 Pine Street,Abilene,TAYLOR,100
Drug Emporium#251,2550 Barrow St,Abilene,TAYLOR,100
DSHS Abilene,4601 S 1st St,Abilene,TAYLOR,100
Fresenius Kidney Care,2009 Hospital Place,Abilene,TAYLOR,100
Hendrick Provider Network - Abilene 1,1210 N 18th St,Abilene,TAYLOR,100
James McCoy's Drug Store,839 Judge Ely Blvd.,Abilene,TAYLOR,100
"L & B DRUG, INC.",701 HICKORY STREET,Abilene,TAYLOR,100
Texas Cancer Center Abilene So,1957 Antilley Rd,Abilene,TAYLOR,100
TTUHSC Combest Abilene Community Health Center,1749 Pine St,Abilene,TAYLOR,100
Brownfield Regional Med Ctr Rural Hlth,703 E Felt St,Brownfield,TERRY,100
Brownfield Regional Medical Center,705 E Felt St,Brownfield,TERRY,300
"Lifecare of Brownfield,LLC",706 E felt street,Brownfield,TERRY,100
"Nelson Prescription Pharmacy, Inc.",805 E Tahoka Rd,Brownfield,TERRY,100
United Pharmacy 536,1401 Tahoka Rd,Brownfield,TERRY,100
Throckmorton Rural Health Clinic,802 N Minter Ave Ste B,Throckmorton,THROCKMORTON,200
Super 1 Pharmacy 611,602 S Jefferson Ave,Mount Pleasant,TITUS,100
Thurman's Pro-Med Pharmacy,402 N Madison Ave,Mount Pleasant,TITUS,200
Walgreens Pharmacy 12293,203 W Ferguson Rd,Mount Pleasant,TITUS,100
Medical Arts Pharmacy - San Angelo,2102 Pecos St,San Angelo,TOM GREEN,100
San Angelo Health Department,2030 Pulliam St Ste 8,San Angelo,TOM GREEN,100
38th Street Pharmacy,711 WEST 38TH STREET C-3,Austin,TRAVIS,100
Amg Tx Balcones Woods,11149 Research Blvd Ste #210,Austin,TRAVIS,100
AMP Wellness,"10801 Giles Lane, Bldg 30",Austin,TRAVIS,100
ATX Primary Care,2301 North Loop Blvd,Austin,TRAVIS,100
Austin Diagnostic Clinic Travel Clinic,12221 N Mopac Expy,Austin,TRAVIS,100
"Austin Family Allergy & Asthma, PA",10801-2 N. Mopac Expwy,Austin,TRAVIS,100
Austin North Burnet,2608 Brockton Dr,Austin,TRAVIS,100
Austin Public Health Immunization Program,15 Waller St Fl 3,Austin,TRAVIS,100
Austin Public Safety Wellness Center,517 S Pleasant Valley Rd,Austin,TRAVIS,100
Austin Regional Clinic - Anderson Mill,10401 Anderson Mill Rd Ste 110b,Austin,TRAVIS,100
Austin Regional Clinic - Far West,6835 Austin Center Blvd,Austin,TRAVIS,100
Austin Regional Clinic - Quarry Lake,4515 Seton Center Pkwy Ste 220,Austin,TRAVIS,100
Austin Regional Clinic - South,3828 S 1st St,Austin,TRAVIS,100
Austin Regional Clinic - Southwest,1807 W Slaughter Ln Ste 490,Austin,TRAVIS,100
Austin Regional Clinic - Wilson Parke,11714 Wilson Parke Ave Ste 150,Austin,Travis,100
Baylor Scott And White Riverplace,10815 RANCH ROAD 2222 Bld 3a,Austin,TRAVIS,100
Bee Caves Family Practice,1008 Ranch Rd 620 S,Austin,TRAVIS,100
Brodie Lane Pharmacy,8916 Brodie Ln Unit 300,Austin,TRAVIS,100
BSW Medical Center Austin,5245 W Highway 290,Austin,TRAVIS,500
BSW Medical Center Lakeway,100 Medical Pkwy,Austin,TRAVIS,500
Capital Primary Care,12335 Hymeadow Dr,Austin,TRAVIS,100
Carousel Pediatrics Wm Cannon,6425 S Interstate 35 Ste 100,Austin,TRAVIS,100
Communitycare Arch,500 E 7th St,Austin,TRAVIS,100
Communitycare David Powell Clinic,4614 N Interstate 35,Austin,TRAVIS,200
Communitycare East Austin,211 Comal St,Austin,TRAVIS,200
Communitycare- Hancock,1000 E.41st,Austin,TRAVIS,100
Communitycare Hornsby Bend Health Center,14312 Hunters Bend Rd,Austin,TRAVIS,100
Communitycare North Central,1210 W Braker Ln,Austin,TRAVIS,500
Communitycare Oak Hill,8656 W Highway 71 Bldg A Ste C,Austin,TRAVIS,100
CommUnityCare Sandra Joy Anderson,1705 E 11th St,Austin,TRAVIS,100
Communitycare- South Austin,2529 S 1st St,Austin,TRAVIS,200
Communitycare South East Health And Wellness Clinic,2901 Montopolis Dr,Austin,TRAVIS,500
Downtown Doctor,1611 W 5th St,Austin,TRAVIS,100
"E David Pampe, Md",6012 West William Cannon Drive,Austin,TRAVIS,100
Family Wellness Clinic Ut Austin School Of Nursing,2901 N Interstate 35 Ste 1.301,Austin,TRAVIS,100
"Flora Medical Clinic, Pllc",3921 Steck Ave,Austin,TRAVIS,100
"FLU BUSTERS, LLC",720 W. 34TH STREET,Austin,TRAVIS,100
Fresenius Kidney Care,621 Radam Lane,Austin,TRAVIS,100
Hill Country Allergy & Asthma,4 Lakeway Centre Court,Austin,TRAVIS,100
Hospice Austin,4107 Spicewood Springs Rd.,Austin,TRAVIS,100
Lake Hills Pharmacy,"12005 Bee Cave Rd, Suite 1-A",Austin,TRAVIS,200
Lamar Plaza Drug Store,1509 S Lamar Blvd #550,Austin,TRAVIS,200
Lone Star Circle Of Care At Collinfield,8913 Collinfield Dr Unit 1,Austin,TRAVIS,100
Lone Star Circle Of Care At El Buen Samaritano,7000 Woodhue Dr,Austin,TRAVIS,100
Lscc Fam Care Ctr Nw Fp,11111 Research Blvd Ste 320,Austin,TRAVIS,100
Marchand And Associates Family Medicine,4534 West Gate Blvd,Austin,TRAVIS,100
Northwest Hills at Davenport,3801 N. Capital of Texas Hwy,Austin,TRAVIS,100
People's Community Clinic - Austin 2,1101 Camino La Costa Ste 100,Austin,TRAVIS,100
Peoples Pharmacy #1,4018 N Lamar Blvd,Austin,TRAVIS,100
Red River Family Practice,900 E 30th St,Austin,TRAVIS,100
Refugee Services - Austin 1,1000 Toyath St,Austin,TRAVIS,100
Resilient Health,3410 Far West,Austin,TRAVIS,100
Satellite Healthcare South Austin,10001 South IH 35,Austin,TRAVIS,100
Satellite Healthcare Southwood,1701 W. Ben White Blvd.,Austin,TRAVIS,100
"Satellite Healthcare, Inc.",10000 Metric Blvd,Austin,TRAVIS,100
Satellite Wellbound of South Austin,9811 S IH-35,Austin,TRAVIS,100
Seton Family of Doctors,5301 B Davis Ln,Austin,TRAVIS,100
Seton Family Of Doctors Family Practice At Westlake Plus Exp 701 S Capital Of Texas Hwy,,Austin,TRAVIS,100
Seton Medical Center Austin,1201 W 38th St,Austin,TRAVIS,"14,040"
SHUBHA LLC DBA AURO PHARMACY,1139 W Braker Ln,Austin,TRAVIS,100
Silverado Hospice - Austin,1701 Directors Boulevard,Austin,TRAVIS,100
South Austin Medical Clinic,2555 WESTERN TRAILS BLVD,Austin,TRAVIS,100
South Oaks Family Medicine,8517 Fm 1826 Bldg 2,Austin,TRAVIS,100
Southwest Pediatric Associates - Austin,7900 Fm 1826,Austin,TRAVIS,100
Specialty Apothecary Group LLC,2217 Park Bend Dr.,Austin,TRAVIS,100
Tarrytown Pharmacy,2727 Exposition Blvd,Austin,TRAVIS,100
Texas Oncology Pa Austin Cc,6204 Balcones Dr,Austin,TRAVIS,100
Thrive Medical Clinic,2217 Park Bend Dr Suite 210,Austin,TRAVIS,100
Total Primary Care,500 Canyon Ridge Dr,Austin,TRAVIS,100
Vaccine Machine,4501 Spicewood Sprigs Rd,Austin,TRAVIS,100
Vina Pharmacy,11207 N Lamar Blvd,Austin,TRAVIS,100
Wellbound of Austin,12176 N. Mopac Expressway,Austin,TRAVIS,100
Wellmed Ben White,706 W Ben White Blvd Ste A,Austin,TRAVIS,500
"Yun W. Kim, MD, PA",11207 N Lamar Blvd,Austin,TRAVIS,100
Austin Regional Clinic - Bee Cave,15801 W Highway 71 Bldg 1,Bee Cave,TRAVIS,100
Capitol Medical Service,172 Trademark Dr,Buda,TRAVIS,100
Austin Regional Clinic - Manor,11300 Us Highway 290 E Ste 230 Bldg Manor,,TRAVIS,100
BRC Healthcare Corporation,11503 Parsons Road,Manor,TRAVIS,100
Austin Regional Clinic - Kelly Lane,2100 Autumn Slate Dr Ste 150,Pflugerville,TRAVIS,100
Austin Regional Clinic - Pflugerville,15803 Windermere Dr Ste 103,Pflugerville,TRAVIS,100
Baylor Scott & White Medical Center - Pflugerville,2600 E Pflugerville Pkwy Ste 100,Pflugerville,TRAVIS,500
BMA of Texas,2129 W Pecan St,Pflugerville,TRAVIS,100
Travis County ESD 8,801 Bee Creek Road,Spicewood,TRAVIS,100
DSHS CENTRAL PHARMACY WAREHOUSE,1111 NORTH LOOP,Austin,TRAVIS_State,"25,700"
Texas Department Of Public Safety,5805 N Lamar Blvd,Austin,TRAVIS_State,"1,000"
Brookshires Pharmacy 62,520 W 1st St,Groveton,TRINITY,100
Brookshires Pharmacy 23 - Trinity,515 S Robb St,Trinity,TRINITY,100
Tyler County Hospital Family Medical Clinic,104 N Beech St,Woodville,TYLER,500
Divine Grace Pharmacy,1970 Us Highway 259 S,Diana,UPSHUR,500
The Med-Shop Pharmacy,825 US HWY 271 N.,Gilmer,UPSHUR,200
Wellness Pointe/Gilmer 040509,602 Titus St Ste 130,Gilmer,UPSHUR,200
Mccamey Hospital,2500 S Highway 305,McCamey,UPTON,"1,000"
Texas Superior Care Rx LLC,111 East 5th Street,McCamey,UPTON,200
Sabinal Health Clinic,517 N. Center St,Sabinal,UVALDE,100
Umsa Primary Care Rural Health,1195 Garner Field Rd Ste 500,Uvalde,UVALDE,100
Val Verde County Detention Facility,253 FM 2523 Hamilton Ln,Del Rio,VAL VERDE,100
Val Verde Rural Health Clinic,1801 N. Bedell,Del Rio,VAL VERDE,100
Brookshires Pharmacy 032,880 E State Highway 243,Canton,VAN ZANDT,200
Christus Trinity Clinic Of Canton,18780 I20 Service Road,Canton,VAN ZANDT,200
Salfiti Canton Pharmacy INC,300 S Buffalo St,Canton,VAN ZANDT,100
Brookshires Pharmacy 033,205 W Frank St,Grand Saline,VAN ZANDT,200
Brookshires Pharmacy 002,706 W Main St,Van,VAN ZANDT,200
Brookshire's Pharmacy #019,1105 W South Commerce St,Wills Point,VAN ZANDT,100
Bruce And Human Drug,145 N 4th St,Wills Point,VAN ZANDT,300
Citizens Medical Center - Victoria 1,2701 Hospital Dr,Victoria,VICTORIA,100
DeTar Healtcare System,506 E SAN ANTONIO ST,Victoria,VICTORIA,100
Frank S Parma Md,2700 Citizens Plz Ste 202,Victoria,VICTORIA,300
Irfan R Qureshi MD PA,2700 Citizens Plz,Victoria,VICTORIA,100
Pam Specialty Hospital Of Victoria North,102 Medical Dr.,Victoria,VICTORIA,100
Brookshires Pharmacy 33 - Huntsville,2601 11th St,Huntsville,WALKER,100
DSHS Huntsville Clinic,2507 Lake Rd,Huntsville,WALKER,200
HEB Pharmacy 728,1702 11th St,Huntsville,WALKER,100
Huntsville Family Medicine - Huntsville 2,123 Medical Park Ln Ste A,Huntsville,WALKER,"1,000"
Huntsville Memorial Hospital,110 Memorial Dr.,Huntsville,WALKER,"3,000"
Kroger Pharmacy 145,223 Interstate 45 S,Huntsville,WALKER,100
Texas Department of Criminal Justice BYRD,21 FM 247 RD,Huntsville,WALKER,100
Texas Department of Criminal Justice Holliday,295 IH 45N,Huntsville,WALKER,100
Walgreens Pharmacy 04999,1570 11th St,Huntsville,WALKER,100
Brookshires Pharmacy 40,3523 1/2 Front St,Brookshire,WALLER,200
Brookshires Pharmacy 61 - Hempstead,300 Bus Hwy 290 E,Hempstead,WALLER,200
Healthpoint Hempstead,215 FM 1488 RD,Hempstead,WALLER,200
Waller Community Pharmacy,745 Austin Street Suite B,Hempstead,WALLER,200
Monahans Pharmacy Inc.,801 E 4th St,Monahans,WARD,100
Sandhills Family Clinic,813 E 4th St,Monahans,WARD,100
Ward Memorial Hospital,406 S Gary Ave,Monahans,WARD,100
"D.A.N. Health Care, LLC",213 West Village Blvd.,Laredo,WEBB,100
Dr Andres Garcia Zuniga MD PA,6416 Polaris Dr.,Laredo,WEBB,100
"Dr. Roberto Villegas Jr MD, Pediatrics",10710 Mcpherson Rd Ste 204,Laredo,WEBB,100
"Fernando Sosa, Md",9902 Mcpherson Rd Ste 1,Laredo,WEBB,100
Garza Medical Associates,1700 E Saunders St Ste A300,Laredo,WEBB,100
HEALTHVILLE PHARMACY,7215 MCPHERSON RD,Laredo,WEBB,100
Hope Kidney Clinic Lakeview,6410 Cresent Loop,Laredo,WEBB,100
LAREDO CARDIOVASCULAR CONSULTANTS PA,1710 E Saunders St Tower B 5th Floor Laredo,,WEBB,100
"Laredo Downtown Pharmacy, Inc",1219 Matamoros St.,Laredo,WEBB,100
Laredo Regional Medical Center,10700 Mcpherson Rd,Laredo,WEBB,400
Mercy Ministries Of Laredo,2500 Zacatecas,Laredo,WEBB,100
Satellite Healthcare Inc.,910 Guadalupe,Laredo,WEBB,100
Satellite Healthcare Southeast Laredo,4151 Jaime Zapata Mem. Hwy.,Laredo,WEBB,100
"South Laredo Family Clinic, Pa",3527 Jaime Zapata Memorial Hwy Ste Laredo,,WEBB,100
South Laredo Health Care Clinic,2110 Lomas Del Sur Ste 103,Laredo,WEBB,100
South Laredo Health Care Clinic West,1920 San Bernardo Ave Ste 109,Laredo,WEBB,100
STAT Specialty Hospital,2502 NE Bob Bullock Loop,Laredo,WEBB,500
"Tesoro Medical Care., P.A.",101 West Village Blvd.,Laredo,WEBB,100
"VARA HOSPICE, LLC",3619 DAVIS AVE,Laredo,WEBB,100
Webb County Indigent Health Care,1620 Santa Ursula Ave.,Laredo,WEBB,100
"Alexander Pharmacy, LTD",123 Leveridge Street,East Bernard,WHARTON,100
Rice Medical Associates - East Bernard,1011 S Dill St,East Bernard,WHARTON,100
El Campo Professional Pharmacy,1264 N MECHANIC ST,El Campo,WHARTON,100
HEB Pharmacy 584,306 N Mechanic St,El Campo,WHARTON,100
Midcoast Medical Clinic,305 Sandy Corner Rd Ste 120,El Campo,Wharton,300
Walgreens Pharmacy 09739,203 N Mechanic St,El Campo,WHARTON,100
Heb Pharmacy 233,1616 N Alabama Rd,Wharton,WHARTON,100
Mehop Wharton,10141 Us 59 Hwy Ste A,Wharton,WHARTON,100
Hyland's Pharmacy,1814 Bill Mack Rd,Shamrock,WHEELER,100
Parkview Rural Health Clinic - Wheeler,307 E. 9th Street,Wheeler,WHEELER,100
United Pharmacy 515,311 South Ave D.,Burkburnett,WICHITA,100
Electra Memorial Hospital,1207 S Bailey St,Electra,WICHITA,"1,000"
Iowa Park Clinic,405 SE Access Rd,Iowa Park,WICHITA,300
CLINICS OF NORTH TEXAS,501 Midwestern Pkwy E,Wichita Falls,WICHITA,300
Kell West Regional Hospital,5420 Kell West Blvd,Wichita Falls,WICHITA,200
LHD Wichita Falls-Wichita CO PH Dist (RE),1700 3rd Street,Wichita Falls,WICHITA,100
Myrna C De Asis Md,1819 10th St,Wichita Falls,WICHITA,100
Texoma Cancer Center,5400 Kell Blvd,Wichita Falls,WICHITA,200
Trott's Call Field Drug,4122 Call Field Rd,Wichita Falls,WICHITA,300
United Pharmacy 521,2522 Iowa Park Road,Wichita Falls,WICHITA,100
DSHS Vernon,1531 Cumberland St,Vernon,WILBARGER,100
Family Pharmacy,1720 Hillcrest Dr,Vernon,WILBARGER,300
The Eddick Corporation,1015 Hillcrest Dr.,Vernon,WILBARGER,100
United Pharmacy 513,3000 Wilbarger St,Vernon,WILBARGER,100
Wilbarger General Hospital,920 Hillcrest Dr,Vernon,WILBARGER,100
Su Clinica - Raymondville,131 Fm 3168,Raymondville,WILLACY,100
Texas Department of Criminal Justice Willacy,1695 S. Buffalo Dr.,Raymondville,WILLACY,100
Ascension Medical Group Seton Primary Care,15808 Ranch Road 620 N,Austin,WILLIAMSON,100
Austin Regional Clinic - Cedar Park,801 E Whitestone Blvd Ste C,Cedar Park,WILLIAMSON,100
Baylor Scott And White Health- Cedar Park Multispecialty Clini 910 E Whitestone Blvd,,Cedar Park,WILLIAMSON,100
Cedar Park Pediatrics,12171 W Parmer Ln Ste 201,Cedar Park,WILLIAMSON,100
Family Medical Center,190 Buttercup Creek Blvd,Cedar Park,WILLIAMSON,100
Lighthouse Pediatrics,601 E Whitestone Blvd Ste 308,Cedar Park,WILLIAMSON,100
Randalls Pharmacy 1896,1400 Cypress Crk Rd,Cedar Park,WILLIAMSON,100
Texas Oncology Cedar Park,1401 Medical Pkwy Bldg C,Cedar Park,WILLIAMSON,100
Wcchd Cedar Park,350 Discovery Blvd Ste 102,Cedar Park,WILLIAMSON,100
Ascension Medical Group Georgetown,3721 Williams Drive,Georgetown,WILLIAMSON,100
Austin Regional Clinic - Georgetown,940 W University Ave Ste 101,Georgetown,WILLIAMSON,100
Lake Aire Med Ctr Sr Health Wellnes,2423 Williams Dr Ste 113,Georgetown,WILLIAMSON,100
Scott And White Georgetown Clinic,4945 Williams Dr,Georgetown,WILLIAMSON,100
Wcchd Georgetown,100 W 3rd St,Georgetown,WILLIAMSON,100
Austin Regional Clinic - Hutto,151 Exchange Blvd Ste 500,Hutto,WILLIAMSON,100
"Volente Physicians Group, PLLC",180 Town Center Blvd,Jarrell,WILLIAMSON,100
Austin Regional Clinic - Leander,901 Crystal Falls Pkwy Ste 103,Leander,WILLIAMSON,100
Randalls Pharmacy 3145,3441 N Lakeline Blvd,Leander,WILLIAMSON,300
Wellmed Leander,601 Crystal Falls Parkway,Leander,WILLIAMSON,100
Liberty Hill Pharmacy & Compounding Center,13740 W State Hwy 29,Liberty Hill,WILLIAMSON,100
Austin Regional Clinic - Round Rock,940 Hesters Crossing Rd,Round Rock,WILLIAMSON,100
Austin Regional Clinic - Sendero Springs,1025 Sendero Springs Dr Ste 120,Round Rock,WILLIAMSON,100
Baylor Scott And White Round Rock Family Medicine,425 University Blvd Ste 500,Round Rock,WILLIAMSON,100
Baylor Scott White Health MC Round Rock,300 University Blvd,Round Rock,WILLIAMSON,500
CareATC Rock Care,901 Round Rock Ave,Round Rock,WILLIAMSON,100
Curative Medical Associates PA,1608 Royston Lane,Round Rock,WILLIAMSON,"11,700"
Eixsys Healthcare System,600 Round Rock West Drive,Round Rock,WILLIAMSON,100
Fresenius Kidney Care,1499 E. Old Settlers Blvd,Round Rock,WILLIAMSON,200
Lscc Tamu Hlth Science Ctr Family Hlth,3950 N A W Grimes Blvd # 301,Round Rock,WILLIAMSON,100
Randalls Pharmacy 2636,2051 Gattis School Rd,Round Rock,WILLIAMSON,300
Round Rock Well at Dell Health Center,1 Dell Way,Round Rock,WILLIAMSON,100
Satellite Healthcare Round Rock,16010 Park Valley Dr.,Round Rock,WILLIAMSON,100
Seton Family Of Doctors At Williamson - 2,2051 Gattis School Rd Ste 250,Round Rock,WILLIAMSON,100
Seton Family Of Doctors Family Practice At Round Rock,201 University Oaks Ste 1260,Round Rock,WILLIAMSON,100
Texas Cancer Center Seton Wm,301 Seton Pkwy Ste 104,Round Rock,WILLIAMSON,100
"The Surgery Center at Williamson, LLC","301 Seton Parkway, Suite 200",Round Rock,WILLIAMSON,100
Baylor Scott & White Medical Center - Taylor,305 Mallard Ln,Taylor,WILLIAMSON,500
Wcchd Taylor,115 W 6th St,Taylor,WILLIAMSON,100
Connally Memorial Medical Center,499 10th St,Floresville,WILSON,100
HEB Pharmacy 25,925 10th St,Floresville,WILSON,100
Wilson Community Health Center,540 10th St Ste 140,Floresville,WILSON,100
HEB Pharmacy 612,14414 Us Hwy 87 West,La Vernia,WILSON,100
Wilson County ESD #3,656 W. Wheeler St,Stockdale,WILSON,300
Winkler County Rural Health Clinic,828 Myer Ln,Kermit,WINKLER,200
Wise Health Clinic - Boyd,133 N Fm 730 Unit 105,Boyd,WISE,100
Brookshires Pharmacy 005,1203 Us Highway 380,Bridgeport,WISE,100
Valu Rite Pharmacy,709 Woodrow Wilson Ray Cir,Bridgeport,WISE,300
Wise Health Clinics Bridgeport,2202 Us Highway 380 Ste 112,Bridgeport,WISE,100
"Wise County Surgical and Medical, Decatur",1001 W Eagle Dr,Decatur,WISE,100
Wise Health Clinics Family And Sports Medicine Decatur,2301 S. Fm 51,Decatur,WISE,100
Wise Health System,609 Medical Center Dr,Decatur,WISE,"1,000"
Wise Hlth Community Hlth Center,2000 S Fm 51 Ste D,Decatur,WISE,100
Brookshire's Pharmacy 015,1478 N Beaulah St,Hawkins,WOOD,200
Brookshires Pharmacy 031,1224 N Pacific St,Mineola,WOOD,200
Trinity Clinic Mineola,1302 N Pacific St,Mineola,WOOD,200
Brookshires Pharmacy 60,Po Box 934,Quitman,WOOD,200
Ut Health Quitman Hospital,117 N Winnsboro St,Quitman,WOOD,200
Christus Mother Frances Hospital - Winnsboro,719 West Coke Road,Winnsboro,WOOD,200
County of Yoakum,412 Mustang Ave.,Denver City,YOAKUM,200
TD Healthcare LLC,105 E Broadway Street,Denver City,YOAKUM,200
"Graham Heath Care, Pllc",1005 State Highway 16 S,Graham,YOUNG,200
United Pharmacy 520,1229 State Highway 16 S,Graham,YOUNG,100
Lovett-Meredith Rhc/Olney Family Clinic,100 S Avenue M,Olney,YOUNG,200
Zapata County Fire Department,305 FM 496,Zapata,ZAPATA,300
Zapata County ISD,1302 Glenn St,Zapata,ZAPATA,100
Zapata Primary Care - Zapata 1,105 S Us Highway 83,Zapata,ZAPATA,100
Fresenius Kidney Care Crystal City,1313 Veterans BLVD,Crystal City,ZAVALA,100
Vida Y Salud Health Systems INC.,308 S Cesar Chavez Ave,Crystal City,ZAVALA,100
