"","Provider_Name","Address","County","City","Doses_W1","Doses_W2","Doses_W3","Doses_W4","Doses_W5","Doses_W6","Doses_W7","Doses_W8","lon","lat","Sum"
"175","Brookshires Pharmacy 032","880 E State Highway 243","VAN ZANDT","Canton",NA,100,NA,NA,NA,NA,NA,NA,-95.850513,32.546983,100
"176","Brookshires Pharmacy 033","205 W Frank St","VAN ZANDT","Grand Saline",NA,100,NA,NA,NA,NA,NA,100,-95.7113092,32.672841,200
"177","Brookshires Pharmacy 035","2235 S Washington St","KAUFMAN","Kaufman",NA,100,NA,100,NA,NA,NA,NA,-96.3139269,32.5698025,200
"178","Brookshires Pharmacy 036","1310 N Brazos St","HILL","Whitney",NA,100,NA,100,NA,NA,NA,NA,-97.3222068,31.9634328,200
"179","Brookshires Pharmacy 039","20100 Hwy. 155 S.","SMITH","Flint",NA,100,NA,NA,NA,NA,NA,NA,-95.4375721,32.1896193,100
"180","Brookshires Pharmacy 064","1200 S 3rd St","HENDERSON","Mabank",NA,200,NA,100,NA,NA,NA,100,-96.10547,32.354794,400
"181","Brookshires Pharmacy 1","301 S Chestnut St","ANGELINA","Lufkin",NA,500,NA,NA,NA,NA,NA,NA,-94.7170021,31.3341177,500
"182","Brookshires Pharmacy 10","300 W Us Highway 84","FREESTONE","Fairfield",NA,400,NA,NA,NA,NA,NA,NA,-96.1697679,31.7237486,400
"183","Brookshires Pharmacy 100","9295 Hwy 6","BOSQUE","Meridian",NA,100,NA,100,NA,NA,NA,NA,-97.664045,31.9143769,200
"184","Brookshires Pharmacy 1001","202 N Main St","HARDIN","Lumberton",NA,400,NA,NA,NA,NA,NA,NA,-94.1979229,30.2572109,400
"185","Brookshires Pharmacy 1002","204 Broadway","CHAMBERS","Winnie",NA,200,NA,NA,NA,NA,NA,NA,-94.3824138,29.8201727,200
"186","Brookshires Pharmacy 1004","210 N Main St","BRAZOS","Bryan",NA,500,NA,NA,NA,NA,NA,NA,-96.3734917,30.6751562,500
"187","Brookshires Pharmacy 1005","810 S State St","MADISON","Madisonville",NA,100,NA,NA,NA,NA,NA,NA,-95.9123906,30.9426646,100
"188","Brookshires Pharmacy 1007","31303 Fm 2920 Rd Ste H","HARRIS","Waller",NA,300,NA,NA,NA,NA,NA,NA,-95.9138554,30.0580929,300
"189","Brookshires Pharmacy 1020","2075 Worth St","SABINE","Hemphill",NA,500,NA,NA,NA,NA,NA,NA,-93.861653,31.3364152,500
"190","Brookshires Pharmacy 106","125 Hall Rd","DALLAS","Seagoville",NA,100,NA,NA,NA,NA,NA,NA,-96.5486084,32.6497928,100
"191","Brookshires Pharmacy 108","Po Box 1709","ELLIS","Red Oak",NA,100,NA,100,NA,NA,NA,NA,-96.8153,32.5332101,200
"192","Brookshires Pharmacy 109","609 Linda Dr","MORRIS","Daingerfield",NA,100,NA,100,NA,NA,NA,100,-94.720801,33.0276646,300
"193","Brookshires Pharmacy 109 - Pilot Point","750 S Highway 377","DENTON","Pilot Point",NA,200,NA,100,NA,NA,NA,NA,-96.952703,33.3898388,300
"194","Brookshires Pharmacy 11 - Brenham","303 N Austin Pkwy","WASHINGTON","Brenham",NA,300,NA,100,NA,NA,NA,NA,-96.4003323,30.1690195,400
"195","Brookshires Pharmacy 112","1111 N Hwy 287","HOUSTON","Grapeland",NA,200,NA,NA,NA,NA,NA,NA,-95.470209,31.480028,200
"196","Brookshires Pharmacy 117","501 E Broadway St","NOLAN","Sweetwater",NA,100,NA,200,NA,NA,NA,NA,-100.4040409,32.4730841,300
"197","Brookshires Pharmacy 119","601 Palo Pinto St","PARKER","Weatherford",NA,100,NA,NA,NA,NA,NA,NA,-97.8057807,32.7578937,100
"198","Brookshires Pharmacy 125","511 N Stewart St","TARRANT","Azle",NA,100,100,NA,NA,NA,NA,NA,-97.5387714,32.8940437,200
"199","Brookshires Pharmacy 126","Po Box 587","PARKER","Springtown",NA,100,NA,100,NA,NA,NA,NA,-97.6836384,32.9659566,200
"200","Brookshires Pharmacy 127","11205 N State Hwy 289","GRAYSON","Pottsboro",NA,100,200,NA,NA,NA,NA,NA,-96.6801643,33.7652266,300
"201","Brookshires Pharmacy 13 - Hearne","400 W 2nd St","ROBERTSON","Hearne",NA,200,NA,NA,NA,NA,NA,NA,-96.5984238,30.8774573,200
"202","Brookshires Pharmacy 130","590 W Main St","HARRISON","Hallsville",NA,300,NA,100,NA,NA,NA,NA,-94.588723,32.5091654,400
"203","Brookshires Pharmacy 131","1325 W White St","COLLIN","Anna",NA,100,100,100,NA,NA,NA,NA,-96.5659111,33.3428398,300
"204","Brookshires Pharmacy 133","1001 Joshua Station St","JOHNSON","Joshua",NA,100,NA,100,NA,NA,NA,NA,-97.3863047,32.4475105,200
"205","Brookshires Pharmacy 14 - Newton","701 W Court St","NEWTON","Newton",NA,100,NA,200,NA,NA,NA,NA,-93.7692434,30.8467619,300
"206","Brookshires Pharmacy 16","603 E Houston St","LIBERTY","Cleveland",NA,500,NA,NA,NA,NA,NA,NA,-95.082441,30.3412709,500
"207","Brookshires Pharmacy 17","210 E Cherokee St","CHEROKEE","Jacksonville",NA,300,NA,NA,NA,NA,NA,NA,-95.2739128,31.9663933,300
"208","Brookshires Pharmacy 18","520 S Magnolia St","TYLER","Woodville",NA,400,NA,NA,NA,NA,NA,100,-94.4157976,30.7694056,500
"209","Brookshires Pharmacy 19 - Rockdale","725 W Cameron Ave","MILAM","Rockdale",NA,300,NA,NA,NA,NA,NA,NA,-97.0107859,30.6504698,300
"210","Brookshires Pharmacy 2","1216 South St","NACOGDOCHE","Nacogdoches",NA,200,NA,NA,NA,NA,NA,NA,-94.6638455,31.5955765,200
"211","Brookshires Pharmacy 21","1253 W Church St","POLK","Livingston",NA,500,NA,NA,NA,NA,NA,500,-94.947701,30.7089368,1000
"212","Brookshires Pharmacy 22","425 N Main St","CHEROKEE","Rusk",NA,200,NA,NA,NA,NA,NA,NA,-95.1509019,31.800256,200
"213","Brookshires Pharmacy 23 - Trinity","515 S Robb St","TRINITY","Trinity",NA,300,NA,NA,NA,NA,NA,NA,-95.3743668,30.9378937,300
"214","Brookshires Pharmacy 24","100 S Home St","POLK","Corrigan",NA,100,NA,NA,NA,NA,NA,300,-94.8265473,30.9965216,400
"215","Brookshires Pharmacy 25","1807 West Frank","ANGELINA","Lufkin",NA,400,NA,NA,NA,NA,NA,NA,-94.7544567,31.3332967,400
"216","Brookshires Pharmacy 26","1117 N Main St","LEON","Jewett",NA,100,NA,NA,NA,NA,NA,NA,-96.1403345,31.3677864,100
"217","Brookshires Pharmacy 270","1380 N Main St","ORANGE","Vidor",NA,200,NA,100,NA,100,NA,NA,-94.0144777,30.1441282,400
"218","Brookshires Pharmacy 28 - San Augustin","705 W Columbia St","SAN AUGUSTIN","San Augustine",NA,300,NA,NA,NA,NA,NA,NA,-94.1196357,31.530551,300
"219","Brookshires Pharmacy 29","333 Highway 96 S","HARDIN","Silsbee",NA,400,NA,NA,NA,NA,NA,NA,-94.0107118,30.4075751,400
"220","Brookshires Pharmacy 3","521 S MAIN","SMITH","Lindale",NA,100,NA,NA,NA,NA,NA,NA,-95.4099906,32.5106435,100
"221","Brookshires Pharmacy 30 - Madisonville","403 E Main St","MADISON","Madisonville",NA,100,NA,NA,NA,NA,NA,NA,-95.9114209,30.9507261,100
"222","Brookshires Pharmacy 32 - Center","105 Hurst St","SHELBY","Center",NA,300,NA,NA,NA,NA,NA,NA,-94.1864175,31.7899871,300
"223","Brookshires Pharmacy 33 - Huntsville","2601 11th St","WALKER","Huntsville",NA,400,NA,NA,NA,NA,NA,NA,-95.5647429,30.7188103,400
"224","Brookshires Pharmacy 35 - Diboll","223 1/2 Temple Dr","ANGELINA","Diboll",NA,400,NA,NA,NA,NA,NA,NA,-94.7743823,31.2036197,400
"225","Brookshires Pharmacy 36 - Kountze","90 W Monroe St","HARDIN","Kountze",NA,400,NA,NA,NA,NA,NA,NA,-94.3118695,30.3687286,400
"226","Brookshires Pharmacy 37","513 E Austin St","LEE","Giddings",NA,300,NA,NA,NA,NA,NA,NA,-96.9328223,30.1826453,300
"227","Brookshires Pharmacy 39 - Bellville","720 S Front St","AUSTIN","Bellville",NA,500,NA,NA,NA,NA,NA,NA,-96.251949,29.9395218,500
"228","Brookshires Pharmacy 4","959 East Us Hwy 69","RAINS","Emory",NA,100,NA,NA,NA,NA,NA,NA,-95.8814135,32.9404213,100
"229","Brookshires Pharmacy 40","3523 1/2 Front St","WALLER","Brookshire",NA,300,NA,NA,NA,NA,NA,NA,-95.9471464,29.7858003,300
"230","Brookshires Pharmacy 42","1420 N University Dr","NACOGDOCHE","Nacogdoches",NA,500,NA,NA,NA,NA,NA,NA,-94.6384165,31.6161585,500
"231","Brookshires Pharmacy 43","403 E Highway 90","LIBERTY","Dayton",NA,200,NA,NA,NA,NA,NA,NA,-94.8910695,30.0430688,200
"232","Brookshires Pharmacy 44","455 Hwy 36 N","BURLESON","Caldwell",NA,100,NA,NA,NA,NA,NA,NA,-96.6889791,30.5339355,100
"233","Brookshires Pharmacy 45","3354 Gilmer Rd","GREGG","Longview",NA,100,NA,NA,NA,NA,NA,NA,-94.7973193,32.5474413,100
"234","Brookshires Pharmacy 45 - Jasper","1125 S Wheeler St","JASPER","Jasper",NA,500,NA,NA,NA,NA,NA,NA,-93.9962955,30.9098622,500
"235","Brookshires Pharmacy 48","18535 Fm 1488","MONTGOMERY","Magnolia",NA,500,NA,NA,NA,NA,NA,NA,-95.7520352,30.212942,500
"236","Brookshires Pharmacy 50","200 W Us Highway 80","GREGG","White Oak",NA,100,NA,NA,NA,NA,NA,NA,-94.86357,32.5200357,100
"237","Brookshires Pharmacy 51","100 Rice Rd","SMITH","Tyler",NA,100,NA,NA,NA,NA,NA,NA,-95.3029811,32.2937792,100
"238","Brookshires Pharmacy 51 - Liberty","2325 N Main St","LIBERTY","Liberty",NA,500,NA,NA,NA,NA,NA,NA,-94.7843701,30.0739335,500
"239","Brookshires Pharmacy 52","1603 Culver St","HUNT","Commerce",NA,100,NA,NA,NA,NA,NA,NA,-95.9043245,33.2364556,100
"240","Brookshires Pharmacy 52 - Huntington","104 N Main St","ANGELINA","Huntington",NA,400,NA,NA,NA,NA,NA,NA,-94.5760192,31.2781085,400
"241","Brookshires Pharmacy 53","120 S Waco St","HILL","Hillsboro",NA,100,NA,100,NA,NA,NA,NA,-97.1309742,32.0091459,200
"242","Brookshires Pharmacy 54","2228 Island Byu","FANNIN","Bonham",NA,100,100,NA,NA,NA,NA,NA,-96.1740981,33.6027879,200
"243","Brookshires Pharmacy 54 - Buffalo","1220 W Commerce","LEON","Buffalo",NA,100,NA,NA,NA,NA,NA,NA,-96.0727802,31.4558681,100
"244","Brookshires Pharmacy 56","420 N Hill St","RUSK","Tatum",NA,200,NA,100,NA,NA,NA,NA,-94.5182139,32.3184042,300
"245","Brookshires Pharmacy 58","306 State Hwy 37 South","FRANKLIN","Mount Vernon",NA,100,NA,100,NA,NA,NA,NA,-95.2345798,33.1826237,200
"246","Brookshires Pharmacy 59 - Sour Lake","295 Highway 105 E","HARDIN","Sour Lake",NA,400,NA,NA,NA,NA,NA,NA,-94.4009368,30.1403634,400
"247","Brookshires Pharmacy 6","309 N La Salle St","GRIMES","Navasota",NA,300,NA,NA,NA,NA,NA,NA,-96.0902619,30.3899785,300
"248","Brookshires Pharmacy 60","Po Box 934","WOOD","Quitman",NA,100,NA,100,NA,NA,NA,NA,-95.4491705,32.7966488,200
"249","Brookshires Pharmacy 61","Po Box 498","SMITH","Whitehouse",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,100
"250","Brookshires Pharmacy 61 - Hempstead","300 Bus Hwy 290 E","WALLER","Hempstead",NA,500,NA,NA,NA,NA,NA,NA,-96.0901692,30.117947,500
"251","Brookshires Pharmacy 62","520 W 1st St","TRINITY","Groveton",NA,100,NA,NA,NA,NA,NA,NA,-95.1320907,31.0587112,100
"252","Brookshires Pharmacy 63 - Lorena","406 N Frontage Rd","MCLENNAN","Lorena",NA,500,NA,NA,NA,NA,NA,NA,-97.2084743,31.3971699,500
"253","Brookshires Pharmacy 65","16800 Sh 36 South","BURLESON","Somerville",NA,100,NA,NA,NA,NA,NA,NA,-96.5356865,30.3525626,100
"254","Brookshires Pharmacy 67","14100 Ranch Road 12 Unit 2a","HAYS","Wimberley",NA,500,NA,NA,NA,NA,NA,NA,-98.0997485,29.9988313,500
"255","Brookshires Pharmacy 68","210 S Seven Points Dr","HENDERSON","Kemp",NA,100,NA,NA,NA,NA,NA,100,-96.2105724,32.319472,200
"256","Brookshires Pharmacy 68 - Mcgregor","1250 W Mcgregor Dr","MCLENNAN","McGregor",NA,300,NA,NA,NA,NA,NA,NA,-97.4188938,31.4399437,300
"257","Brookshires Pharmacy 69","1400 E Main St","ELLIS","Midlothian",NA,100,NA,100,NA,NA,NA,NA,-96.977447,32.4739135,200
"258","Brookshires Pharmacy 69 - Salado","215 Mill Creek Dr","BELL","Salado",NA,500,NA,NA,NA,NA,NA,NA,-97.5300551,30.9560776,500
"259","Brookshires Pharmacy 7","210 N Marcus","CHEROKEE","Alto",NA,100,NA,NA,NA,NA,NA,NA,-95.0733704,31.65336,100
"260","Brookshires Pharmacy 70","213 Doctor M Roper Pkwy N","SMITH","Bullard",NA,100,NA,NA,NA,NA,NA,NA,-95.3153257,32.1458369,100
"261","Brookshires Pharmacy 71","14981 Old Trinity Rd","POLK","Onalaska",NA,200,NA,NA,NA,NA,NA,NA,-95.1197269,30.8115188,200
"262","Brookshires Pharmacy 72","210 N Mccoy Blvd","BOWIE","New Boston",NA,100,NA,NA,NA,NA,NA,NA,-94.4067158,33.4627953,100
"263","Brookshires Pharmacy 72 - Coldspring","14761 Hwy 150 West","SAN JACINTO","Coldspring",NA,100,NA,NA,NA,200,NA,NA,-95.1358773,30.5884775,300
"264","Brookshires Pharmacy 73","675 E Sunset Blvd","COLLIN","Celina",NA,100,100,100,NA,NA,NA,NA,-96.7774236,33.3129749,300
"265","Brookshires Pharmacy 73 - Montgomery","21005 Eva St","MONTGOMERY","Montgomery",NA,500,NA,NA,NA,NA,NA,NA,-95.6953934,30.3872034,500
"266","Brookshires Pharmacy 74","6410 Wesley St","HUNT","Greenville",NA,100,NA,NA,NA,NA,NA,NA,-96.1108739,33.1049445,100
"267","Brookshires Pharmacy 74 - Hallettsville","1514 N Texana St","LAVACA","Hallettsville",NA,300,NA,NA,NA,NA,NA,NA,-96.9398841,29.4614161,300
"268","Brookshires Pharmacy 75","103 Main St","LEON","Normangee",NA,NA,NA,100,NA,NA,NA,NA,-96.1093422,31.0324044,100
"269","Brookshires Pharmacy 76 - Ganado","305 W York","JACKSON","Ganado",NA,200,NA,NA,NA,300,NA,NA,-96.5172253,29.0406502,500
"270","Brookshires Pharmacy 77","800 N Main St Ste A","NAVARRO","Corsicana",NA,100,NA,NA,NA,NA,NA,NA,-96.4704921,32.0994541,100
"271","Brookshires Pharmacy 79","1705 W Audie Murphy Pkwy","COLLIN","Farmersville",NA,100,100,100,NA,NA,NA,NA,-96.3887714,33.157969,300
"272","Brookshires Pharmacy 79 - Canyon Lake","18275 Fm 306","COMAL","Canyon Lake",NA,200,NA,NA,NA,NA,NA,NA,-98.2165986,29.9150754,200
"273","Brookshires Pharmacy 8 - Carthage","412 W Panola St","PANOLA","Carthage",NA,500,NA,NA,NA,NA,NA,NA,-94.3453944,32.1566777,500
"274","Brookshires Pharmacy 84","Po Box 1409","HENDERSON","Chandler",NA,100,NA,NA,NA,NA,NA,NA,-95.479957,32.3079269,100
"275","Brookshires Pharmacy 84","703 HWY 31 E","HENDERSON","Chandler",NA,NA,NA,NA,NA,NA,NA,100,NA,NA,100
"276","Brookshires Pharmacy 84 - Hamilton","1004 E Main St","HAMILTON","Hamilton",NA,100,NA,NA,NA,NA,NA,NA,-98.11064,31.69993,100
"277","Brookshires Pharmacy 85","401 N 4th St","HOUSTON","Crockett",NA,500,NA,NA,NA,NA,NA,NA,-95.4583692,31.3208456,500
"278","Brookshires Pharmacy 87","8929 State Highway 34 S","HUNT","Quinlan",NA,100,NA,NA,NA,NA,NA,NA,-96.1276245,32.9085561,100
"279","Brookshires Pharmacy 89","Po Box 1230","KAUFMAN","Forney",NA,100,NA,100,NA,NA,NA,NA,-96.4719312,32.7481845,200
"280","Brookshires Pharmacy 90","100 Peplow Dr","MCLENNAN","Waco",NA,100,NA,NA,NA,NA,NA,NA,-97.1200309,31.4782967,100
"281","Brookshires Pharmacy 92","900 Fm 3220","BOSQUE","Clifton",NA,NA,NA,100,NA,NA,NA,NA,-97.5855494,31.7916338,100
"282","Brookshires Pharmacy 93","400 W Central Ave","COMANCHE","Comanche",NA,100,NA,NA,NA,NA,NA,NA,-98.6074569,31.8971732,100
"283","Brookshires Pharmacy 94","1301 S Morgan St","HOOD","Granbury",NA,100,NA,100,NA,NA,NA,NA,-97.7921895,32.4307494,200
"284","Brookshires Pharmacy 97","5118 E. I-20 Service Road-South","PARKER","Aledo",NA,100,NA,NA,NA,NA,NA,NA,-97.6324011,32.7328682,100
"285","Brookshires Pharmacy 99","1010 Avenue E","EASTLAND","Cisco",NA,100,NA,NA,NA,NA,NA,NA,-98.9792289,32.3855722,100
"286","Brownfield Regional Med Ctr Rural Hlth","703 E Felt St","TERRY","Brownfield",NA,200,NA,100,NA,NA,NA,NA,-102.2673997,33.1878732,300
"287","Brownfield Regional Medical Center","705 E Felt St","TERRY","Brownfield",NA,300,NA,NA,NA,975,NA,NA,-102.2676269,33.1885263,1275
"288","Brownsville Community Health Center","191 E. Price Rd","CAMERON","Brownsville",NA,100,NA,100,NA,NA,100,NA,-97.4625621,25.9314958,300
"289","Brushy Creek Family Hospital","230 Deer Ridge Dr.","WILLIAMSON","Round Rock",NA,NA,200,NA,NA,NA,NA,NA,-97.7231288,30.496323,200
"290","Bryan Family Medicine Clinic","2709 Osler Blvd","BRAZOS","Bryan",NA,NA,NA,100,NA,NA,NA,NA,-96.3472761,30.6552369,100
"291","Bryan Opco LLC DBA Legacy Nrsig and Rbltn","2817 Kent St","BRAZOS","Bryan",NA,100,NA,NA,NA,NA,NA,NA,-96.344894,30.6547085,100
"292","Bsa Health System","1600 Wallace Blvd","POTTER","Amarillo",NA,2500,1200,NA,NA,NA,NA,NA,-101.9213931,35.198228,3700
"293","BSA Physicians Group","1600 Wallace Blvd","POTTER","Amarillo",NA,NA,100,NA,NA,NA,NA,NA,-101.9213931,35.198228,100
"294","BSW Medical Center Austin","5245 W Highway 290","TRAVIS","Austin",NA,900,NA,NA,NA,NA,NA,NA,-97.8571195,30.2355021,900
"295","BSW Medical Center Lakeway","100 Medical Pkwy","TRAVIS","Austin",NA,1100,NA,NA,NA,NA,NA,NA,-97.7430132,30.3074615,1100
"296","BSW Medical Center Marble Falls","810 Tx-71w","BURNET","Marble Falls",NA,500,100,NA,100,NA,975,975,-98.3044814,30.5129753,2650
"297","BSWH Buda Medical Center","5330 Overpass Rd","HAYS","Buda",NA,100,NA,NA,NA,NA,NA,NA,-97.8200058,30.0770826,100
"298","Burleson Public Health Authority","828 sw alsbury","JOHNSON","Burleson",NA,NA,NA,NA,100,NA,500,NA,-97.3524182,32.5432976,600
"299","Burleson St Joseph Health Center","1101 Woodson Dr","BURLESON","Caldwell",NA,NA,100,NA,NA,NA,100,NA,-96.7164547,30.5202339,200
"300","Cacost- Community Health Center - Alice","700 Flournoy Rd","JIM WELLS","Alice",NA,NA,NA,NA,NA,100,NA,NA,-98.0454733,27.7587711,100
"301","Cactus Health","700 N Main St","PECOS","Fort Stockton",NA,NA,NA,NA,100,NA,NA,100,-102.8788155,30.8914856,200
"302","Cadena Family Practice","2201 N Bedell Ave Ste A","VAL VERDE","Del Rio",NA,NA,NA,NA,300,NA,NA,NA,-100.900854,29.3889872,300
"303","Cameron County Public Health","1390 W Expressway 83","CAMERON","San Benito",NA,NA,NA,NA,6000,NA,NA,NA,-97.6540673,26.1404541,6000
"304","Canadian Family Physicians","1010 South 4th","HEMPHILL","Canadian",NA,100,NA,200,NA,NA,NA,NA,-100.3880404,35.9039679,300
"305","Candelaria Medical Center","8269 N Loop Dr","EL PASO","El Paso",NA,NA,NA,100,NA,NA,NA,NA,-106.3395497,31.7245614,100
"306","Capital Medical Clinic","1301 W 38th St","TRAVIS","Austin",NA,500,NA,NA,NA,NA,NA,NA,-97.746679,30.3055767,500
"307","Care Express Georgia","2701 S Georgia","POTTER","Amarillo",NA,NA,NA,300,NA,NA,NA,NA,-101.8654824,35.1843644,300
"308","CareFlite","3110 S Great Southwest Pkwy","TARRANT","Grand Prairie",NA,700,NA,NA,NA,NA,NA,NA,-97.0445811,32.7048048,700
"309","CAREPARTH HEALTHCARE SYSTEM LLP","720 WEST NATHAN LOWE SUITE 100","TARRANT","Arlington",NA,500,NA,NA,NA,NA,NA,NA,-97.1169009,32.6548724,500
"310","Carevide","4311 Wesley St","HUNT","Greenville",NA,NA,NA,NA,100,NA,NA,100,-96.1086799,33.1264583,200
"311","Careville Pediatrics, Pa","1003 N Saint Marys St","BEE","Beeville",NA,NA,NA,100,NA,NA,NA,NA,-97.7534796,28.4096922,100
"312","Caritas Family Medicine PA","11901 Toepperwein Rd","BEXAR","San Antonio",NA,100,NA,NA,NA,NA,NA,NA,-98.3428988,29.5464257,100
"313","Carlos Rosas MD PA","704 Paredes Line Rd Ste A","CAMERON","Brownsville",NA,NA,NA,100,NA,NA,NA,NA,-97.4878001,25.9324948,100
"314","Carousel Pediatrics Round Rock","1201 S Interstate 35 Ste 303","WILLIAMSON","Round Rock",NA,NA,NA,NA,NA,100,NA,NA,-97.6788053,30.5002724,100
"315","Carousel Pediatrics Wm Cannon","6425 S Interstate 35 Ste 100","TRAVIS","Austin",NA,NA,NA,NA,NA,100,NA,NA,-97.767747,30.1904423,100
"316","Carrollton Springs","2225 Parker Rd","DENTON","Carrollton",NA,NA,NA,NA,400,NA,NA,NA,-96.8684817,33.0458798,400
"317","Castle Hills family practice","6409 Bandera Road","BEXAR","San Antonio",NA,NA,NA,NA,100,NA,NA,NA,-98.6099697,29.489513,100
"318","Ccdhhs Harlingen Nursing Office","711 N L St","CAMERON","Harlingen",NA,NA,NA,1000,NA,NA,NA,NA,-97.7098367,26.1988945,1000
"319","Ccdhhs Mary P Lucio Health Clinic","1204 Jose Colunga Jr St","CAMERON","Brownsville",NA,NA,100,NA,NA,NA,NA,NA,-97.438558,25.9051749,100
"320","Ccdhhs San Benito Nursing Office","1390 W Expressway 83","CAMERON","San Benito",NA,NA,100,NA,NA,6000,6000,6000,-97.6540673,26.1404541,18100
"321","Ccmh Clinic","102 S Archer St","CLAY","Henrietta",NA,100,NA,NA,NA,NA,NA,NA,-98.1982051,33.8155821,100
"322","Cedar Park Regional Medical Center","1401 Medical Parkway","WILLIAMSON","Cedar Park",NA,900,NA,NA,NA,NA,NA,NA,-97.8117102,30.5321716,900
"323","Celina Drug","701 N Preston Rd Ste 210","COLLIN","Celina",NA,500,NA,100,NA,NA,NA,NA,-96.772343,33.3306751,600
"324","Centennial ASC, LLC","4401 Coit Road","COLLIN","Frisco",NA,NA,NA,100,NA,NA,NA,NA,-96.7698688,33.1136232,100
"325","Center For Family Medicine","1906 Hwy 82 West","GRAYSON","Sherman",NA,500,NA,NA,NA,NA,NA,NA,-96.6390783,33.6700111,500
"326","Centra Clinic","3751 South Dairy Ashford Road","HARRIS","Houston",NA,500,NA,NA,NA,NA,NA,NA,-95.6042801,29.718206,500
"327","Central Texas Rehabilitation Hospital, LLC","700 W. 45th Street","TRAVIS","Austin",NA,600,NA,NA,NA,NA,NA,NA,-97.7346683,30.3123197,600
"328","Centro De Salud Familiar La Fe","12101 Socorro Rd.","EL PASO","San Elizario",NA,NA,NA,NA,NA,100,NA,NA,-106.2732688,31.5965525,100
"329","Centro De Salud Familiar La Fe Inc/Adult Satellite Clinic","823 E Yandell Dr","EL PASO","El Paso",NA,NA,NA,NA,NA,100,NA,NA,-106.485351,31.76703,100
"330","Centro De Salud Familiar Lafe","700 S Ochoa St","EL PASO","El Paso",NA,NA,NA,NA,NA,100,NA,NA,-106.4796537,31.7539644,100
"331","Centro De Salud Lisbon","200 Lisbon Street","EL PASO","El Paso",NA,NA,NA,100,NA,NA,NA,NA,-106.4243461,31.7667273,100
"332","Centro Med La Paloma","7404 W Us Highway 90 Bldg 37","BEXAR","San Antonio",NA,NA,NA,NA,NA,100,NA,NA,-98.6342111,29.3991128,100
"333","Centro San Vicente - El Paso","8061 Alameda Ave","EL PASO","El Paso",NA,1500,NA,100,NA,NA,NA,NA,-106.3551173,31.7234935,1600
"334","Centro San Vicente - San Elizario","13017 Perico Street","EL PASO","San Elizario",NA,NA,100,NA,NA,NA,NA,NA,-106.2829924,31.5814721,100
"335","Centromed Indian Creek Clinic","5439 Ray Ellison Blvd","BEXAR","San Antonio",NA,NA,NA,NA,NA,100,NA,NA,-98.6069183,29.3558534,100
"336","Centromed Maria Flores Castro Clinic","7315 S. Loop 1604 W.","BEXAR","Somerset",NA,NA,NA,NA,NA,100,NA,NA,-98.6452245,29.229652,100
"337","Centromed Palo Alto Clinic","9011 Poteet Jourdanton Fwy","BEXAR","San Antonio",NA,NA,NA,NA,NA,100,NA,NA,-98.5517589,29.3334329,100
"338","Cesar R Calianga MD","7812 Gateway East","EL PASO","El Paso",NA,100,NA,NA,NA,NA,NA,NA,-106.3553012,31.7574184,100
"339","CHAMBERS COUNTY HEALTH DEPT ANAHUAC","102 AIRPORT RD","CHAMBERS","Anahuac",NA,200,NA,300,NA,1200,1200,1200,-94.6630784,29.7743035,4100
"340","Chapman Pharmacy","108 E 5th St","CHEROKEE","Rusk",NA,100,NA,NA,NA,NA,300,NA,-95.1503007,31.794876,400
"341","Chi St Joseph Health College Station Hospital","1604 Rock Prairie Rd","BRAZOS","College Station",NA,300,300,NA,NA,1200,1200,5000,-96.289711,30.5812822,8000
"342","Chi St Joseph Primary Austins Colony","2410 Boonville Rd","BRAZOS","Bryan",NA,NA,NA,300,NA,NA,NA,NA,-96.3328681,30.6715261,300
"343","CHI St Joseph Primary Care- College Station","1512 Holleman Dr","BRAZOS","College Station",NA,NA,NA,NA,100,NA,NA,NA,-96.3189856,30.6091287,100
"344","Chi St Joseph Primary Care 29th","2210 E 29th St","BRAZOS","Bryan",NA,NA,NA,200,NA,NA,NA,NA,-96.350652,30.6588473,200
"345","Chi St Joseph Primary Care University Dr","3201 University Dr E Ste 425","BRAZOS","Bryan",NA,NA,NA,200,NA,NA,NA,NA,-96.2974786,30.6505121,200
"346","Chi St Joseph Prmry Care W Villa Maria","1612 W Villa Maria Rd Ste 130","BRAZOS","Bryan",NA,NA,NA,100,NA,NA,NA,NA,-96.3807465,30.6310637,100
