Provider_Name,Address,County,City,Doses_W1,Doses_W2,Doses_W3,Doses_W4,Doses_W5,Doses_W6,Sum,lon,lat
Brookshires Pharmacy 125,511 N Stewart St,TARRANT,Azle,NA,100,100,NA,NA,NA,200,-95.092937,33.5030031
Brookshires Pharmacy 126,Po Box 587,PARKER,Springtown,NA,100,NA,100,NA,NA,200,-95.0942512,33.4900034
Brookshires Pharmacy 127,11205 N State Hwy 289,GRAYSON,Pottsboro,NA,100,200,NA,NA,NA,300,-95.0954596,33.4773939
Brookshires Pharmacy 13 - Hearne,400 W 2nd St,ROBERTSON,Hearne,NA,200,NA,NA,NA,NA,200,-95.0967735,33.4689395
Brookshires Pharmacy 130,590 W Main St,HARRISON,Hallsville,NA,300,NA,100,NA,NA,400,-95.098105,33.4648478
Brookshires Pharmacy 131,1325 W White St,COLLIN,Anna,NA,100,100,100,NA,NA,300,-95.1136501,33.464425
Brookshires Pharmacy 133,1001 Joshua Station St,JOHNSON,Joshua,NA,100,NA,100,NA,NA,200,-95.1191654,33.4638683
Brookshires Pharmacy 14 - Newton,701 W Court St,NEWTON,Newton,NA,100,NA,200,NA,NA,300,-95.1197269,33.4638683
Brookshires Pharmacy 16,603 E Houston St,LIBERTY,Cleveland,NA,500,NA,NA,NA,NA,500,-95.1203255,33.4627953
Brookshires Pharmacy 17,210 E Cherokee St,CHEROKEE,Jacksonville,NA,300,NA,NA,NA,NA,300,-95.1215874,33.4596231
Brookshires Pharmacy 18,520 S Magnolia St,TYLER,Woodville,NA,400,NA,NA,NA,NA,400,-95.1242334,33.4294187
Brookshires Pharmacy 19 - Rockdale,725 W Cameron Ave,MILAM,Rockdale,NA,300,NA,NA,NA,NA,300,-95.1248033,33.42893
Brookshires Pharmacy 2,1216 South St,NACOGDOCHE,Nacogdoches,NA,200,NA,NA,NA,NA,200,-95.1256937,33.4289096
Brookshires Pharmacy 21,1253 W Church St,POLK,Livingston,NA,500,NA,NA,NA,NA,500,-95.1270831,33.4224643
Brookshires Pharmacy 22,425 N Main St,CHEROKEE,Rusk,NA,200,NA,NA,NA,NA,200,-95.1271344,33.4144294
Brookshires Pharmacy 23 - Trinity,515 S Robb St,TRINITY,Trinity,NA,300,NA,NA,NA,NA,300,-95.1274755,33.4136608
Brookshires Pharmacy 24,100 S Home St,POLK,Corrigan,NA,100,NA,NA,NA,NA,100,-95.1277345,33.3898388
Brookshires Pharmacy 25,1807 West Frank,ANGELINA,Lufkin,NA,400,NA,NA,NA,NA,400,-95.127938,33.3700561
Brookshires Pharmacy 26,1117 N Main St,LEON,Jewett,NA,100,NA,NA,NA,NA,100,-95.1307472,33.3691925
Brookshires Pharmacy 270,1380 N Main St,ORANGE,Vidor,NA,200,NA,100,NA,100,400,-95.1320152,33.3428398
Brookshires Pharmacy 28 - San Augustin,705 W Columbia St,SAN AUGUSTIN,San Augustine,NA,300,NA,NA,NA,NA,300,-95.1320907,33.3306751
Brookshires Pharmacy 29,333 Highway 96 S,HARDIN,Silsbee,NA,400,NA,NA,NA,NA,400,-95.1358773,33.3129749
Brookshires Pharmacy 3,521 S MAIN,SMITH,Lindale,NA,100,NA,NA,NA,NA,100,-95.1443471,33.2983609
Brookshires Pharmacy 30 - Madisonville,403 E Main St,MADISON,Madisonville,NA,100,NA,NA,NA,NA,100,-95.1458951,33.2501634
Brookshires Pharmacy 32 - Center,105 Hurst St,SHELBY,Center,NA,300,NA,NA,NA,NA,300,-95.1503007,33.2364556
Brookshires Pharmacy 33 - Huntsville,2601 11th St,WALKER,Huntsville,NA,400,NA,NA,NA,NA,400,-95.1509019,33.2345872
Brookshires Pharmacy 35 - Diboll,223 1/2 Temple Dr,ANGELINA,Diboll,NA,400,NA,NA,NA,NA,400,-95.157752,33.2320388
Brookshires Pharmacy 36 - Kountze,90 W Monroe St,HARDIN,Kountze,NA,400,NA,NA,NA,NA,400,-95.159987,33.2308754
Brookshires Pharmacy 37,513 E Austin St,LEE,Giddings,NA,300,NA,NA,NA,NA,300,-95.1621586,33.2303516
Brookshires Pharmacy 39 - Bellville,720 S Front St,AUSTIN,Bellville,NA,500,NA,NA,NA,NA,500,-95.1622681,33.2286405
Brookshires Pharmacy 4,959 East Us Hwy 69,RAINS,Emory,NA,100,NA,NA,NA,NA,100,-95.1625533,33.2269608
Brookshires Pharmacy 40,3523 1/2 Front St,WALLER,Brookshire,NA,300,NA,NA,NA,NA,300,-95.1627773,33.2243835
Brookshires Pharmacy 42,1420 N University Dr,NACOGDOCHE,Nacogdoches,NA,500,NA,NA,NA,NA,500,-95.1643009,33.2239222
Brookshires Pharmacy 43,403 E Highway 90,LIBERTY,Dayton,NA,200,NA,NA,NA,NA,200,-95.1659752,33.2215821
Brookshires Pharmacy 44,455 Hwy 36 N,BURLESON,Caldwell,NA,100,NA,NA,NA,NA,100,-95.166183,33.2211103
Brookshires Pharmacy 45,3354 Gilmer Rd,GREGG,Longview,NA,100,NA,NA,NA,NA,100,-95.1720049,33.2211103
Brookshires Pharmacy 45 - Jasper,1125 S Wheeler St,JASPER,Jasper,NA,500,NA,NA,NA,NA,500,-95.172779,33.2211103
Brookshires Pharmacy 48,18535 Fm 1488,MONTGOMERY,Magnolia,NA,500,NA,NA,NA,NA,500,-95.1821126,33.2200494
Brookshires Pharmacy 50,200 W Us Highway 80,GREGG,White Oak,NA,100,NA,NA,NA,NA,100,-95.1837808,33.2190434
Brookshires Pharmacy 51,100 Rice Rd,SMITH,Tyler,NA,100,NA,NA,NA,NA,100,-95.1837808,33.2179656
Brookshires Pharmacy 51 - Liberty,2325 N Main St,LIBERTY,Liberty,NA,500,NA,NA,NA,NA,500,-95.1871226,33.2178766
Brookshires Pharmacy 52,1603 Culver St,HUNT,Commerce,NA,100,NA,NA,NA,NA,100,-95.1900977,33.2171081
Brookshires Pharmacy 52 - Huntington,104 N Main St,ANGELINA,Huntington,NA,400,NA,NA,NA,NA,400,-95.1909288,33.2171081
Brookshires Pharmacy 53,120 S Waco St,HILL,Hillsboro,NA,100,NA,100,NA,NA,200,-95.1925431,33.2164953
Brookshires Pharmacy 54,2228 Island Byu,FANNIN,Bonham,NA,100,100,NA,NA,NA,200,-95.1969858,33.2158735
Brookshires Pharmacy 54 - Buffalo,1220 W Commerce,LEON,Buffalo,NA,100,NA,NA,NA,NA,100,-95.2004437,33.215552
Brookshires Pharmacy 56,420 N Hill St,RUSK,Tatum,NA,200,NA,100,NA,NA,300,-95.201429,33.2063877
Brookshires Pharmacy 58,306 State Hwy 37 South,FRANKLIN,Mount Vernon,NA,100,NA,100,NA,NA,200,-95.2017956,33.205384
Brookshires Pharmacy 59 - Sour Lake,295 Highway 105 E,HARDIN,Sour Lake,NA,400,NA,NA,NA,NA,400,-95.2057094,33.2038117
Brookshires Pharmacy 6,309 N La Salle St,GRIMES,Navasota,NA,300,NA,NA,NA,NA,300,-95.2060551,33.2038117
Brookshires Pharmacy 60,Po Box 934,WOOD,Quitman,NA,100,NA,100,NA,NA,200,-95.2066461,33.2005516
Brookshires Pharmacy 61,Po Box 498,SMITH,Whitehouse,NA,100,NA,NA,NA,NA,100,-95.2068508,33.2005201
Brookshires Pharmacy 61 - Hempstead,300 Bus Hwy 290 E,WALLER,Hempstead,NA,500,NA,NA,NA,NA,500,-95.2069892,33.1993816
Brookshires Pharmacy 62,520 W 1st St,TRINITY,Groveton,NA,100,NA,NA,NA,NA,100,-95.207877,33.1952171
Brookshires Pharmacy 63 - Lorena,406 N Frontage Rd,MCLENNAN,Lorena,NA,500,NA,NA,NA,NA,500,-95.2134454,33.1898758
Brookshires Pharmacy 65,16800 Sh 36 South,BURLESON,Somerville,NA,100,NA,NA,NA,NA,100,-95.2134455,33.1898758
Brookshires Pharmacy 67,14100 Ranch Road 12 Unit 2a,HAYS,Wimberley,NA,500,NA,NA,NA,NA,500,-95.2148823,33.1885263
Brookshires Pharmacy 68,210 S Seven Points Dr,HENDERSON,Kemp,NA,100,NA,NA,NA,NA,100,-95.2152497,33.1878732
Brookshires Pharmacy 68 - Mcgregor,1250 W Mcgregor Dr,MCLENNAN,McGregor,NA,300,NA,NA,NA,NA,300,-95.2303788,33.1829752
Brookshires Pharmacy 69,1400 E Main St,ELLIS,Midlothian,NA,100,NA,100,NA,NA,200,-95.2308025,33.1826237
Brookshires Pharmacy 69 - Salado,215 Mill Creek Dr,BELL,Salado,NA,500,NA,NA,NA,NA,500,-95.2331523,33.182181
Brookshires Pharmacy 7,210 N Marcus,CHEROKEE,Alto,NA,100,NA,NA,NA,NA,100,-95.2338864,33.1778917
Brookshires Pharmacy 70,213 Doctor M Roper Pkwy N,SMITH,Bullard,NA,100,NA,NA,NA,NA,100,-95.2345798,33.1777804
Brookshires Pharmacy 71,14981 Old Trinity Rd,POLK,Onalaska,NA,200,NA,NA,NA,NA,200,-95.2365458,33.1777207
Brookshires Pharmacy 72,210 N Mccoy Blvd,BOWIE,New Boston,NA,100,NA,NA,NA,NA,100,-95.2384722,33.1770426
Brookshires Pharmacy 72 - Coldspring,14761 Hwy 150 West,SAN JACINTO,Coldspring,NA,100,NA,NA,NA,200,300,-95.2389443,33.1766132
Brookshires Pharmacy 73,675 E Sunset Blvd,COLLIN,Celina,NA,100,100,100,NA,NA,300,-95.2421057,33.1766132
Brookshires Pharmacy 73 - Montgomery,21005 Eva St,MONTGOMERY,Montgomery,NA,500,NA,NA,NA,NA,500,-95.2442066,33.176303
Brookshires Pharmacy 74,6410 Wesley St,HUNT,Greenville,NA,100,NA,NA,NA,NA,100,-95.2443003,33.1758774
Brookshires Pharmacy 74 - Hallettsville,1514 N Texana St,LAVACA,Hallettsville,NA,300,NA,NA,NA,NA,300,-95.2452852,33.1756887
Brookshires Pharmacy 75,103 Main St,LEON,Normangee,NA,NA,NA,100,NA,NA,100,-95.2477966,33.1752573
Brookshires Pharmacy 76 - Ganado,305 W York,JACKSON,Ganado,NA,200,NA,NA,NA,300,500,-95.2485173,33.1745937
Brookshires Pharmacy 77,800 N Main St Ste A,NAVARRO,Corsicana,NA,100,NA,NA,NA,NA,100,-95.2499181,33.1742689
Brookshires Pharmacy 79,1705 W Audie Murphy Pkwy,COLLIN,Farmersville,NA,100,100,100,NA,NA,300,-95.2499997,33.1704644
Brookshires Pharmacy 79 - Canyon Lake,18275 Fm 306,COMAL,Canyon Lake,NA,200,NA,NA,NA,NA,200,-95.2543434,33.1672287
Brookshires Pharmacy 8 - Carthage,412 W Panola St,PANOLA,Carthage,NA,500,NA,NA,NA,NA,500,-95.2548122,33.167178
Brookshires Pharmacy 84,Po Box 1409,HENDERSON,Chandler,NA,100,NA,NA,NA,NA,100,-95.2548122,33.1660141
Brookshires Pharmacy 84 - Hamilton,1004 E Main St,HAMILTON,Hamilton,NA,100,NA,NA,NA,NA,100,-95.2551202,33.1633545
Brookshires Pharmacy 85,401 N 4th St,HOUSTON,Crockett,NA,500,NA,NA,NA,NA,500,-95.2586217,33.1596558
Brookshires Pharmacy 87,8929 State Highway 34 S,HUNT,Quinlan,NA,100,NA,NA,NA,NA,100,-95.264972,33.1596498
Brookshires Pharmacy 89,Po Box 1230,KAUFMAN,Forney,NA,100,NA,100,NA,NA,200,-95.2651152,33.1593524
Brookshires Pharmacy 90,100 Peplow Dr,MCLENNAN,Waco,NA,100,NA,NA,NA,NA,100,-95.2653829,33.157969
Brookshires Pharmacy 92,900 Fm 3220,BOSQUE,Clifton,NA,NA,NA,100,NA,NA,100,-95.2670153,33.1579244
Brookshires Pharmacy 93,400 W Central Ave,COMANCHE,Comanche,NA,100,NA,NA,NA,NA,100,-95.26926,33.1576788
Brookshires Pharmacy 94,1301 S Morgan St,HOOD,Granbury,NA,100,NA,100,NA,NA,200,-95.270566,33.1562977
Brookshires Pharmacy 97,5118 E. I-20 Service Road-South,PARKER,Aledo,NA,100,NA,NA,NA,NA,100,-95.2739128,33.1539812
Brookshires Pharmacy 99,1010 Avenue E,EASTLAND,Cisco,NA,100,NA,NA,NA,NA,100,-95.2749757,33.1538965
Brownfield Regional Med Ctr Rural Hlth,703 E Felt St,TERRY,Brownfield,NA,200,NA,100,NA,NA,300,-95.2760788,33.1526175
Brownfield Regional Medical Center,705 E Felt St,TERRY,Brownfield,NA,300,NA,NA,NA,975,1275,-95.2761781,33.1521543
Brownsville Community Health Center,191 E. Price Rd,CAMERON,Brownsville,NA,100,NA,100,NA,NA,200,-95.2761985,33.1512128
Brushy Creek Family Hospital,230 Deer Ridge Dr.,WILLIAMSON,Round Rock,NA,NA,200,NA,NA,NA,200,-95.2768108,33.1509332
Bryan Family Medicine Clinic,2709 Osler Blvd,BRAZOS,Bryan,NA,NA,NA,100,NA,NA,100,-95.2770996,33.1492182
Bryan Opco LLC DBA Legacy Nrsig and Rbltn,2817 Kent St,BRAZOS,Bryan,NA,100,NA,NA,NA,NA,100,-95.2813337,33.1477613
Bsa Health System,1600 Wallace Blvd,POTTER,Amarillo,NA,2500,1200,NA,NA,NA,3700,-95.2843277,33.146874
BSA Physicians Group,1600 Wallace Blvd,POTTER,Amarillo,NA,NA,100,NA,NA,NA,100,-95.2880012,33.1457308
BSW Medical Center Austin,5245 W Highway 290,TRAVIS,Austin,NA,900,NA,NA,NA,NA,900,-95.2898963,33.1323695
BSW Medical Center Lakeway,100 Medical Pkwy,TRAVIS,Austin,NA,1100,NA,NA,NA,NA,1100,-95.2908131,33.1321208
BSW Medical Center Marble Falls,810 Tx-71w,BURNET,Marble Falls,NA,500,100,NA,100,NA,700,-95.291058,33.1318877
BSWH Buda Medical Center,5330 Overpass Rd,HAYS,Buda,NA,100,NA,NA,NA,NA,100,-95.2918746,33.1307283
Burleson Public Health Authority,828 sw alsbury,JOHNSON,Burleson,NA,NA,NA,NA,100,NA,100,-95.2947652,33.1286995
Burleson St Joseph Health Center,1101 Woodson Dr,BURLESON,Caldwell,NA,NA,100,NA,NA,NA,100,-95.2979859,33.1286995
Cacost- Community Health Center - Alice,700 Flournoy Rd,JIM WELLS,Alice,NA,NA,NA,NA,NA,100,100,-95.2988567,33.1274168
Cactus Health,700 N Main St,PECOS,Fort Stockton,NA,NA,NA,NA,100,NA,100,-95.2993388,33.1264583
Cadena Family Practice,2201 N Bedell Ave Ste A,VAL VERDE,Del Rio,NA,NA,NA,NA,300,NA,300,-95.3000409,33.1254599
Cameron County Public Health,1390 W Expressway 83,CAMERON,San Benito,NA,NA,NA,NA,6000,NA,6000,-95.3000409,33.122106
Canadian Family Physicians,1010 South 4th,HEMPHILL,Canadian,NA,100,NA,200,NA,NA,300,-95.301021,33.1218888
Candelaria Medical Center,8269 N Loop Dr,EL PASO,El Paso,NA,NA,NA,100,NA,NA,100,-95.3029811,33.121801
Capital Medical Clinic,1301 W 38th St,TRAVIS,Austin,NA,500,NA,NA,NA,NA,500,-95.3058397,33.1205662
Care Express Georgia,2701 S Georgia,POTTER,Amarillo,NA,NA,NA,300,NA,NA,300,-95.3073099,33.1191604
CareFlite,3110 S Great Southwest Pkwy,TARRANT,Grand Prairie,NA,700,NA,NA,NA,NA,700,-95.3133075,33.1190305
CAREPARTH HEALTHCARE SYSTEM LLP,720 WEST NATHAN LOWE SUITE 100,TARRANT,Arlington,NA,500,NA,NA,NA,NA,500,-95.313338,33.1169905
Carevide,4311 Wesley St,HUNT,Greenville,NA,NA,NA,NA,100,NA,100,-95.3135401,33.1159961
"Careville Pediatrics, Pa",1003 N Saint Marys St,BEE,Beeville,NA,NA,NA,100,NA,NA,100,-95.3153257,33.1146838
Caritas Family Medicine PA,11901 Toepperwein Rd,BEXAR,San Antonio,NA,100,NA,NA,NA,NA,100,-95.3176267,33.1141843
Carlos Rosas MD PA,704 Paredes Line Rd Ste A,CAMERON,Brownsville,NA,NA,NA,100,NA,NA,100,-95.3209855,33.1136232
Carousel Pediatrics Round Rock,1201 S Interstate 35 Ste 303,WILLIAMSON,Round Rock,NA,NA,NA,NA,NA,100,100,-95.3251596,33.1101244
Carousel Pediatrics Wm Cannon,6425 S Interstate 35 Ste 100,TRAVIS,Austin,NA,NA,NA,NA,NA,100,100,-95.3292666,33.1055893
Carrollton Springs,2225 Parker Rd,DENTON,Carrollton,NA,NA,NA,NA,400,NA,400,-95.3315818,33.1052
Castle Hills family practice,6409 Bandera Road,BEXAR,San Antonio,NA,NA,NA,NA,100,NA,100,-95.3389752,33.1049445
Ccdhhs Harlingen Nursing Office,711 N L St,CAMERON,Harlingen,NA,NA,NA,1000,NA,NA,1000,-95.3403996,33.1031899
Ccdhhs Mary P Lucio Health Clinic,1204 Jose Colunga Jr St,CAMERON,Brownsville,NA,NA,100,NA,NA,NA,100,-95.3406005,33.1031684
Ccdhhs San Benito Nursing Office,1390 W Expressway 83,CAMERON,San Benito,NA,NA,100,NA,NA,6000,6100,-95.341462,33.1012877
Ccmh Clinic,102 S Archer St,CLAY,Henrietta,NA,100,NA,NA,NA,NA,100,-95.3439961,33.0998491
Cedar Park Regional Medical Center,1401 Medical Parkway,WILLIAMSON,Cedar Park,NA,900,NA,NA,NA,NA,900,-95.3480823,33.0991682
Celina Drug,701 N Preston Rd Ste 210,COLLIN,Celina,NA,500,NA,100,NA,NA,600,-95.3489815,33.097467
"Centennial ASC, LLC",4401 Coit Road,COLLIN,Frisco,NA,NA,NA,100,NA,NA,100,-95.3490056,33.0963824
Center For Family Medicine,1906 Hwy 82 West,GRAYSON,Sherman,NA,500,NA,NA,NA,NA,500,-95.3565836,33.0933086
Centra Clinic,3751 South Dairy Ashford Road,HARRIS,Houston,NA,500,NA,NA,NA,NA,500,-95.3617097,33.0906899
"Central Texas Rehabilitation Hospital, LLC",700 W. 45th Street,TRAVIS,Austin,NA,600,NA,NA,NA,NA,600,-95.3662309,33.0897784
Centro De Salud Familiar La Fe,12101 Socorro Rd.,EL PASO,San Elizario,NA,NA,NA,NA,NA,100,100,-95.3688064,33.0842438
Centro De Salud Familiar La Fe Inc/Adult Satellite Clinic,823 E Yandell Dr,EL PASO,El Paso,NA,NA,NA,NA,NA,100,100,-95.3730585,33.0833154
Centro De Salud Familiar Lafe,700 S Ochoa St,EL PASO,El Paso,NA,NA,NA,NA,NA,100,100,-95.3743668,33.0827366
Centro De Salud Lisbon,200 Lisbon Street,EL PASO,El Paso,NA,NA,NA,100,NA,NA,100,-95.3744077,33.0822867
Centro Med La Paloma,7404 W Us Highway 90 Bldg 37,BEXAR,San Antonio,NA,NA,NA,NA,NA,100,100,-95.3774319,33.0808658
Centro San Vicente - El Paso,8061 Alameda Ave,EL PASO,El Paso,NA,1500,NA,100,NA,NA,1600,-95.3792326,33.0787119
Centro San Vicente - San Elizario,13017 Perico Street,EL PASO,San Elizario,NA,NA,100,NA,NA,NA,100,-95.3801322,33.0754362
Centromed Indian Creek Clinic,5439 Ray Ellison Blvd,BEXAR,San Antonio,NA,NA,NA,NA,NA,100,100,-95.3807895,33.0733868
Centromed Maria Flores Castro Clinic,7315 S. Loop 1604 W.,BEXAR,Somerset,NA,NA,NA,NA,NA,100,100,-95.3838943,33.0729507
Centromed Palo Alto Clinic,9011 Poteet Jourdanton Fwy,BEXAR,San Antonio,NA,NA,NA,NA,NA,100,100,-95.3838943,33.0729199
Cesar R Calianga MD,7812 Gateway East,EL PASO,El Paso,NA,100,NA,NA,NA,NA,100,-95.384017,33.0718659
CHAMBERS COUNTY HEALTH DEPT ANAHUAC,102 AIRPORT RD,CHAMBERS,Anahuac,NA,200,NA,300,NA,1200,1700,-95.3852171,33.0661757
Chapman Pharmacy,108 E 5th St,CHEROKEE,Rusk,NA,100,NA,NA,NA,NA,100,-95.3872989,33.0623612
Chi St Joseph Health College Station Hospital,1604 Rock Prairie Rd,BRAZOS,College Station,NA,300,300,NA,NA,1200,1800,-95.3877385,33.0500559
Chi St Joseph Primary Austins Colony,2410 Boonville Rd,BRAZOS,Bryan,NA,NA,NA,300,NA,NA,300,-95.3878106,33.0479176
CHI St Joseph Primary Care- College Station,1512 Holleman Dr,BRAZOS,College Station,NA,NA,NA,NA,100,NA,100,-95.3878203,33.0458798
Chi St Joseph Primary Care 29th,2210 E 29th St,BRAZOS,Bryan,NA,NA,NA,200,NA,NA,200,-95.3884747,33.0457297
Chi St Joseph Primary Care University Dr,3201 University Dr E Ste 425,BRAZOS,Bryan,NA,NA,NA,200,NA,NA,200,-95.3888018,33.0452646
Chi St Joseph Prmry Care W Villa Maria,1612 W Villa Maria Rd Ste 130,BRAZOS,Bryan,NA,NA,NA,100,NA,NA,100,-95.3892216,33.0445556
Chi St Lukes Health,6720 Bertner Ave,HARRIS,Houston,NA,NA,NA,1000,NA,1950,2950,-95.3898652,33.0445556
Chi St Lukes Health,NA,HARRIS,Houston,5850,NA,NA,NA,NA,NA,5850,-95.3901924,33.0443397
Chi St Lukes Health Memorial Livingston,1717 Highway 59 Loop N,POLK,Livingston,NA,300,100,NA,100,NA,500,-95.3902346,33.0439957
CHI ST LUKES HEALTH WOODLANDS HOSP,17200 ST LUKES WAY,MONTGOMERY,Conroe,NA,2000,NA,NA,200,NA,2200,-95.3905069,33.0430426
Chi St Lukes Hlth Memorial Lufkin,1201 W Frank Ave,ANGELINA,Lufkin,NA,600,400,NA,100,NA,1100,-95.3910921,33.0405549
CHI St. Joseph College Station Hospital,1604 Rock Prairie Rd,BRAZOS,College Station,NA,NA,NA,NA,1200,NA,1200,-95.391841,33.0398472
"CHI St. Joseph Health Rehabilitation Hospital, an",1600 Joseph Dr.,BRAZOS,Bryan,NA,NA,NA,NA,100,NA,100,-95.3920737,33.0382079
Chi St. Joseph Madison Hospital,100 W Cross St,MADISON,Madisonville,NA,NA,100,NA,NA,NA,100,-95.3920737,33.0381207
Chi St. Joseph Primary Care-Wd Fitch,2849 Barron Rd,BRAZOS,College Station,NA,200,NA,NA,NA,NA,200,-95.3940422,33.0358208
CHI St. Luke's Lakeside Hospital,17400 St. Luke's Way,MONTGOMERY,Conroe,NA,500,NA,NA,NA,NA,500,-95.3941256,33.0353088
CHI St.Lukes Health Brazosport,"100, Medical Drive",BRAZORIA,Lake Jackson,NA,500,500,NA,NA,NA,1000,-95.3947226,33.0329967
Child And Adolescent Wellness Center - El Paso - 721 S Ochoa721 S Ochoa St,NA,EL PASO,El Paso,NA,NA,NA,NA,NA,100,100,-95.396499,33.0276646
Childrens Medical Center Of Dallas,1935 Medical District Dr,DALLAS,Dallas,NA,2500,7000,1200,NA,NA,10700,-95.3965469,33.0269773
Childrens Medical Center Plano,7601 Preston Rd,COLLIN,Plano,NA,2500,200,NA,NA,NA,2700,-95.3965525,33.0258342
Childress Regional Medical Center,901 Highway 83 North,CHILDRESS,Childress,NA,100,200,NA,NA,NA,300,-95.3969819,33.0258076
Christus Children's Hospital Of San Antonio,333 N Santa Rosa St,BEXAR,San Antonio,NA,900,100,NA,NA,NA,1000,-95.3981272,33.0247381
CHRISTUS Good Shepherd Medical Center Longview,700 E Marshall Ave,GREGG,Longview,975,975,600,NA,NA,NA,2550,-95.3990765,33.0241226
Christus Good Shepherd Medical Center Marshall,811 S Washington Ave,HARRISON,Marshall,NA,400,NA,NA,NA,NA,400,-95.3997225,33.0233172
Christus Health Clinic- Irving,NA,DALLAS,Irving,1950,NA,NA,NA,NA,NA,1950,-95.4006224,33.0218012
Christus Health Clinic- Irving - 9521,919 Hidden Ridge,DALLAS,Irving,NA,NA,100,NA,NA,NA,100,-95.4006224,33.021236
Christus Health St Elizabeth Hospital,2830 Calder St,JEFFERSON,Beaumont,NA,NA,1275,975,NA,NA,2250,-95.4010395,33.0209877
Christus Health St Elizabeth Hospital,NA,JEFFERSON,Beaumont,975,NA,NA,NA,NA,NA,975,-95.4016738,33.0203573
Christus Mother Frances Hospital - Jacksonville,2026 S Jackson St,CHEROKEE,Jacksonville,NA,100,100,NA,NA,NA,200,-95.4016738,33.0193449
Christus Mother Frances Hospital - Sulphur Springs,115 Airport Rd,HOPKINS,Sulphur Springs,NA,NA,NA,200,100,NA,300,-95.4024223,33.0177428
Christus Mother Frances Hospital - Tyler,800 E Dawson,SMITH,Tyler,975,975,5500,100,NA,NA,7550,-95.4026268,33.0167052
Christus Mother Frances Hospital - Winnsboro,719 West Coke Road,WOOD,Winnsboro,NA,100,NA,NA,NA,NA,100,-95.4040177,33.0164039
Christus Santa Rosa Family Health Center - San Antonio 1,11130 Christus Hills,BEXAR,San Antonio,NA,200,NA,NA,NA,NA,200,-95.4040995,33.0158909
Christus Santa Rosa Hospital - Westover Hills,11212 Tx-151,DALLAS,San Antonio,NA,NA,3625,NA,NA,NA,3625,-95.4054248,33.0139347
Christus Santa Rosa Hospital - Westover Hills,NA,BEXAR,San Antonio,4875,NA,NA,NA,NA,NA,4875,-95.4063142,33.0133231
Christus Santa Rosa Hospital Alamo Heights,403 Treeline Park,BEXAR,San Antonio,NA,200,NA,NA,NA,NA,200,-95.4068813,33.0131303
Christus Santa Rosa Hospital New Braunfels,600 North Union Ave,COMAL,New Braunfels,NA,500,NA,NA,NA,100,600,-95.4073722,33.0097782
Christus Santa Rosa Medical Center,2827 Babcock Rd,BEXAR,San Antonio,3900,975,3625,975,NA,NA,9475,-95.4084359,33.0095619
CHRISTUS Spohn Family Health Center-Westside,4617 Greenwood Drive,NUECES,Corpus Christi,NA,NA,NA,NA,100,NA,100,-95.4084359,33.007925
Christus Spohn Health System Alice,2500 E Main St,JIM WELLS,Alice,NA,200,NA,NA,NA,975,1175,-95.408471,33.0068882
Christus Spohn Health System Beeville,1500 E Houston St,BEE,Beeville,NA,200,NA,NA,NA,1950,2150,-95.4088515,33.0067556
Christus Spohn Health System Kleberg,1311 General Cavazos Blvd,KLEBERG,Kingsville,NA,200,NA,NA,NA,975,1175,-95.4091723,33.0057507
Christus Spohn Health System Shoreline,600 Elizabeth St,NUECES,Corpus Christi,NA,NA,1675,NA,NA,NA,1675,-95.4092746,33.0039708
Christus Spohn Health System Shoreline,NA,NUECES,Corpus Christi,4875,NA,NA,NA,NA,NA,4875,-95.4099906,33.0021845
Christus Spohn Health System South,5950 Saratoga Blvd,NUECES,Corpus Christi,NA,800,NA,NA,NA,NA,800,-95.4103385,33.0012327
Christus Spohn Quick Care Clinic,2606 Hospital Blvd.,NUECES,Corpus Christi,NA,NA,NA,NA,100,NA,100,-95.410431,33.0006728
Christus St Michael Health System,2600 Saint Michael Dr,BOWIE,Texarkana,NA,NA,1575,NA,NA,NA,1575,-95.4107679,33.0001486
Christus St Michael Health System,NA,BOWIE,Texarkana,975,NA,NA,NA,NA,NA,975,-95.4111361,32.9998487
Christus St. Michael Hospital - Atlanta,1007 S William St,CASS,Atlanta,NA,100,NA,NA,NA,NA,100,-95.4150639,32.9987198
Christus Trinity Clinic,520 E. Douglas Blvd,SMITH,Tyler,NA,2100,NA,NA,NA,NA,2100,-95.4172525,32.9984698
Christus Trinity Clinic- Richmond Road Texarkana,3502 Richmond Rd,DALLAS,Texarkana,NA,500,NA,NA,NA,NA,500,-95.4191148,32.9978004
Christus Trinity Clinic - Kilgore,1718 S Henderson Blvd,GREGG,Kilgore,NA,100,NA,NA,NA,NA,100,-95.4192414,32.9976858
Christus Trinity Clinic - Sulphur Springs,"105 Medical Plaza, Building 1",HOPKINS,Sulphur Springs,NA,200,NA,NA,NA,700,900,-95.4196058,32.9883034
Christus Trinity Clinic Hill Country Landa,774 Landa St,COMAL,New Braunfels,NA,200,NA,NA,NA,NA,200,-95.4206288,32.9856089
CHRISTUS TRINITY CLINIC INTERNAL MEDICINE MAR,815 S. WASHINGTON AVE,HARRISON,Marshall,NA,NA,100,NA,NA,NA,100,-95.4230022,32.9842346
Christus Trinity Clinic Lindale,3203 S Main St,SMITH,Lindale,NA,NA,NA,300,NA,NA,300,-95.4253732,32.9839422
